timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-10T13:25:50,codecarbon,5ecb81ed-dd2f-409b-8434-5f4a6cbbed89,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0260785000000396,4.167959352552709e-09,1.5982358465963817e-07,14.0,0.0,5.919416427612306,9.120922222387486e-08,0,1.1210223716724941e-08,1.024194459405998e-07,Sweden,SWE,stockholm county,,,Windows-10-10.0.26100-SP0,3.11.11,2.8.3,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,17.9738,59.3497,15.785110473632812,machine,N,1.0
2025-04-10T13:26:20,codecarbon,5bdb9a3a-c572-4d7a-ac86-6449b3e5fe00,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.036879299999782233,5.091328411319396e-09,1.3805382453976782e-07,14.0,0.0,5.919416427612306,1.1548988888989698e-07,0,9.619544979605298e-09,1.251094338695023e-07,Sweden,SWE,stockholm county,,,Windows-10-10.0.26100-SP0,3.11.11,2.8.3,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,17.9738,59.3497,15.785110473632812,machine,N,1.0
